id,title,place,description,siteUrl,favoritesCount,commentsCount,publicationDate,rating
51165,"К началу учебного года РЖД запустят дополнительные «Сапсаны»","null","А в сентябре увеличат количество мест в поездах.",https://kudago.com/all/news/k-nachalu-uchebnogo-goda-rzhd/,0,0,1724753623,0.5
51164,"Фестиваль «Антон тут рядом» собрал рекордное количество средств","null","Поддержать организацию пришло свыше 6 500 человек.",https://kudago.com/spb/news/festival-anton-tut-ryadom-v-peterburge/,0,0,1724750260,0.5
51162,"Назвали самых высокооплачиваемых специалистов Петербурга","null","Лидеры — представители IT-индустрии.",https://kudago.com/spb/news/peterburzhtsam-nazvali-samyih/,0,0,1724688137,0.5
51160,"В конце августа в небе пройдёт парад планет","null","Большинство можно будет разглядеть невооруженным глазом.",https://kudago.com/all/news/v-kontse-avgusta-v-nebe-projdyot/,0,0,1724687235,0.5
51159,"Пассажиры РЖД требуют запретить есть в вагонах лапшу и пюре","null","Специи пахнут бедностью.",https://kudago.com/all/news/passazhiryi-rzhd-trebuyut-zapretit/,0,0,1724685568,0.5
51157,"В Disney работают сразу над двумя новыми частями «Холодного сердца»","null","Релиз третьего фильма запланирован на 2027 год.",https://kudago.com/all/news/v-disney-rabotayut-srazu-nad/,0,0,1724685450,0.5
51156,"Проклятый мальчик: рецензия на фильм «Ворон»","null","Ремейк культового фильма 1994 года уже на больших экранах. Долгожданный и амбициозный проект не оправдал зрительских ожиданий. В чём проблема нового фильма с Биллом Скарсгардом в главной роли, читайте в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про кино.",https://kudago.com/all/news/retsenziya-na-film-voron/,0,0,1724684551,0.5
51155,"При сдаче ЕГЭ запретили ссылаться на комиксы и компьютерные игры","null","Также из списка рекомендованной литературы пропали Оруэлл и Пелевин.",https://kudago.com/all/news/pri-sdache-ege-zapretili/,0,0,1724681872,0.5
51153,"Гид по фестивалю «Современное кино Китая»","null","С 7 по 16 сентября в трёх городах — Санкт-Петерубрге, Москве и Новосибирске — пройдёт фестиваль «Современное кино Китая». Впервые в Россию привезут пять новых кинолент. Редакция KudaGo уже ознакомилась с программой кинофестиваля. В этом материале расскажем, что необычного увидит российский зритель. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про кино.",https://kudago.com/all/news/gid-po-festivalyu-sovremennoe/,0,0,1724676722,0.5
51151,"«Тед  Лассо» получит четвёртый сезон","null","Съёмки могут начаться в следующем году.",https://kudago.com/all/news/chetvertyj-sezon-ted-lasso/,0,0,1724676404,0.5
51150,"В зимнем расписании Пулкова впервые появятся рейсы в Шанхай","null","Они будут выполняться три раза в неделю.",https://kudago.com/spb/news/v-zimnem-raspisanii-pulkovo/,0,0,1724668021,0.5
51148,"Конец лета порадует петербуржцев отсутствием дождей","null","Похолодания не ожидается.",https://kudago.com/spb/news/konets-leta-poraduet-peterburzhtsev/,0,0,1724664755,0.5
51141,"Одноклассники запускают первое профессиональное шоу в формате slow life","null","Проект перенесёт зрителей подальше от будничной суеты.",https://kudago.com/all/news/odnoklassniki-zapuskayut-pervoe/,0,0,1724656366,0.5
